loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
8000,0.1614,281.81,MORTGAGE,70000.0,Not Verified,0,24.88,0,0,15,0,18343,25,w,7825.79,7825.79,274.64,274.64,174.21,100.43,0.0,281.81,0,Individual,0,42071,2,4,1,3,7.0,23728,62.0,3,4,8469,72.0,20500,2,5,5,7,2805.0,0.0,109.0,0,162.0,327,3,3,2,3.0,8.0,0,4,11,4,5,10,11,13,11,15,0,4,72.0,100.0,0,0,58773,42071,13400,38273,N,N
15000,0.1474,518.08,MORTGAGE,84000.0,Not Verified,0,23.31,0,1,13,0,11347,22,w,14666.17,14666.17,493.51,493.51,333.83,159.68,0.0,518.08,0,Individual,0,265321,1,4,2,2,8.0,77105,58.0,2,2,3564,61.0,17400,3,0,10,4,20409.0,4191.0,67.0,0,101.0,161,3,3,5,8.0,3.0,1,4,6,5,7,6,7,10,6,13,0,4,81.8,60.0,0,0,339390,88452,12700,80990,N,N
3000,0.1356,101.9,RENT,50000.0,Not Verified,0,18.24,0,1,12,0,12256,12,f,2863.23,2863.23,201.54,201.54,136.77,64.77,0.0,101.9,0,Individual,0,17752,2,2,1,2,4.0,5496,52.0,1,7,4528,48.0,26600,3,0,1,9,1479.0,10381.0,49.6,0,18.0,49,5,4,0,5.0,4.0,0,7,10,7,7,2,10,10,10,12,0,2,100.0,14.3,0,0,37191,17752,20600,10591,N,N
21000,0.1474,725.31,MORTGAGE,277000.0,Source Verified,0,12.28,0,2,27,0,73808,61,w,20532.64,20532.64,708.11,708.11,467.36,240.75,0.0,725.31,0,Individual,0,860930,1,2,0,1,13.0,53148,77.0,2,2,24448,59.0,124630,0,0,3,4,31886.0,5535.0,66.0,0,246.0,407,3,3,6,10.0,3.0,0,18,23,27,27,12,23,44,14,27,0,2,100.0,38.9,0,0,960586,126956,99630,68756,N,N
3000,0.2,111.5,OWN,36000.0,Not Verified,0,11.07,0,0,8,1,2622,9,f,2938.5,2938.5,116.5,116.5,61.5,55.0,0.0,123.17,0,Individual,0,7286,3,1,1,1,12.0,4664,78.0,4,5,632,50.0,8600,1,0,1,6,911.0,3068.0,17.1,0,12.0,59,3,3,0,5.0,12.0,0,1,4,2,3,1,7,8,4,8,0,5,100.0,50.0,1,0,14600,7286,3700,6000,N,N
8500,0.1356,288.7,RENT,42500.0,Source Verified,0,11.47,0,1,13,0,8468,14,f,8113.18,8113.18,571.0,571.0,386.82,184.18,0.0,288.7,0,Individual,0,48037,0,11,0,3,15.0,39569,102.0,0,1,7625,94.0,12000,0,0,2,4,3695.0,3532.0,70.6,0,58.0,41,22,15,0,22.0,2.0,1,2,2,2,3,11,2,3,2,13,0,0,85.7,50.0,0,0,50876,48037,12000,38876,N,N
21400,0.2339999999999999,832.86,RENT,57000.0,Verified,0,33.79,0,0,5,0,16406,17,w,20560.78,20560.78,1846.55,1846.55,839.22,1007.33,0.0,832.86,0,Individual,0,24293,1,3,0,2,16.0,7887,20.0,1,1,13995,43.0,16700,2,1,0,3,4859.0,294.0,98.2,0,140.0,223,2,2,0,2.0,16.0,0,2,2,2,7,10,2,7,2,5,0,1,100.0,100.0,0,0,56600,24293,16700,39900,N,N
3000,0.288,125.4,RENT,50000.0,Not Verified,0,8.26,0,2,11,0,1397,15,w,2946.6,2946.6,118.2,118.2,53.4,64.8,0.0,127.8,0,Individual,802,15265,3,2,1,1,6.0,13868,108.0,5,8,175,64.0,10900,1,1,2,9,1388.0,4166.0,7.4,0,157.0,35,1,1,0,11.0,3.0,1,2,6,2,2,6,9,9,6,11,0,6,93.3,0.0,0,0,23704,15265,4500,12804,N,N
10000,0.2089,269.92,OWN,31000.0,Not Verified,1,21.8,0,0,9,0,7497,29,w,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Individual,0,90792,0,1,0,1,16.0,10959,84.0,0,1,2690,80.0,10100,1,1,0,2,11349.0,1103.0,87.2,0,186.0,159,24,16,6,24.0,16.0,0,4,4,5,8,11,7,12,4,9,0,0,86.2,75.0,0,0,99025,18456,8600,13000,N,N
16000,0.0756,498.15,MORTGAGE,125000.0,Not Verified,0,26.55,1,0,7,0,26529,24,w,14800.42,14800.42,1481.01,1481.01,1199.58,281.43,0.0,498.15,0,Individual,0,276696,1,2,2,2,3.0,33346,56.0,0,0,10133,60.0,39800,1,0,7,3,39528.0,13271.0,66.7,0,181.0,256,107,3,3,131.0,7.0,2,3,3,3,5,10,3,10,3,7,0,3,81.8,33.3,0,0,326668,70167,39800,59875,N,N
30000,0.1502,1040.26,MORTGAGE,110000.0,Source Verified,0,11.71,0,1,21,0,65291,24,w,28112.2,28112.2,3070.71,3070.71,1887.8,1182.91,0.0,1040.26,0,Individual,101,511069,0,4,0,0,29.0,10958,90.0,0,2,21854,53.0,132200,0,0,2,3,24337.0,50096.0,56.9,0,31.0,142,16,16,2,16.0,3.0,0,10,11,11,12,4,15,18,11,21,0,0,100.0,18.2,0,0,611207,76249,115300,12194,N,N
3500,0.2437,138.0,MORTGAGE,60000.0,Not Verified,0,19.74,0,1,12,0,14793,29,w,3364.8,3364.8,266.52,266.52,135.2,131.32,0.0,138.0,0,Individual,0,240074,2,3,1,2,4.0,26868,64.0,2,2,5830,57.0,31100,3,0,3,6,20006.0,9560.0,40.6,0,157.0,202,2,2,4,2.0,1.0,7,3,6,4,8,4,8,21,6,12,0,5,87.5,25.0,0,0,272941,41661,16100,41841,N,N
8800,0.118,291.45,OWN,39342.0,Not Verified,1,14.4,0,0,4,0,7900,11,w,8388.15,8388.15,571.97,571.97,411.85,160.12,0.0,0.61,0,Individual,0,12509,0,1,0,0,50.0,4609,39.0,1,1,4631,57.0,10000,1,2,4,1,3127.0,910.0,88.3,0,122.0,169,12,12,0,12.0,3.0,0,2,3,2,2,3,3,8,3,4,0,1,100.0,100.0,0,0,21950,12509,7800,11950,N,N
8500,0.0756,264.64,MORTGAGE,19000.0,Verified,0,61.91,0,0,7,1,5380,17,w,8076.49,8076.49,543.56,543.56,423.51,120.05,0.0,264.64,0,Joint App,349,141620,1,2,1,2,3.0,33103,89.0,0,1,2577,80.0,10900,0,2,2,4,20231.0,2713.0,64.8,0,131.0,91,20,3,1,20.0,4.0,0,2,3,2,2,10,4,6,3,7,0,2,100.0,50.0,1,0,151752,38483,7700,37352,N,N
6000,0.0881,190.27,MORTGAGE,53000.0,Source Verified,0,13.0,0,0,9,0,5467,12,w,5706.49,5706.49,377.6,377.6,293.51,84.09,0.0,190.27,0,Individual,0,284067,0,1,0,0,27.0,15052,67.0,1,6,3962,43.0,25300,0,0,1,7,31563.0,1818.0,74.0,0,48.0,63,9,8,1,17.0,10.0,0,2,3,2,3,2,7,9,3,9,0,2,100.0,50.0,0,0,313433,20519,7000,22543,N,N
10000,0.0819,314.25,OWN,40000.0,Not Verified,0,15.36,0,1,8,0,128,8,w,9754.0,9754.0,305.15,305.15,246.0,59.15,0.0,314.25,0,Individual,0,68568,1,2,1,1,1.0,68440,44.0,0,2,128,22.0,28300,1,0,3,3,8571.0,26372.0,0.5,0,35.0,87,15,1,0,15.0,1.0,0,1,1,5,5,2,6,6,1,8,0,1,100.0,0.0,0,0,113914,68568,26500,85614,N,N
17500,0.0819,356.44,MORTGAGE,162000.0,Source Verified,0,9.4,0,1,19,0,18785,43,w,17024.37,17024.37,748.72,748.72,475.63,273.09,0.0,356.44,0,Individual,0,1016115,2,1,1,3,7.0,28831,96.0,3,4,5752,26.0,160000,3,3,1,8,53480.0,111824.0,8.2,0,151.0,278,5,5,4,5.0,6.0,0,6,10,11,14,11,17,28,10,19,0,4,100.0,0.0,0,0,1178999,47616,122500,29999,N,N
36000,0.1072,777.71,OWN,178500.0,Source Verified,0,14.63,0,0,8,0,41941,46,w,35083.71,35083.71,1533.98,1533.98,916.29,617.69,0.0,777.71,0,Individual,0,488849,0,3,1,1,8.0,115766,76.0,0,0,25288,79.0,50700,2,0,2,2,61106.0,3759.0,91.8,0,210.0,208,65,8,5,104.0,8.0,0,3,3,3,3,36,4,5,3,8,0,2,100.0,100.0,0,0,523741,157707,45700,137041,N,N
35000,0.1797,888.2,MORTGAGE,121000.0,Source Verified,0,18.39,2,0,30,0,19362,61,w,33891.34,33891.34,2629.66,2629.66,1108.66,1521.0,0.0,888.2,0,Individual,0,122276,0,2,1,5,10.0,24836,41.0,0,2,4432,41.0,47100,0,2,4,7,4529.0,11624.0,56.3,0,180.0,234,13,10,1,19.0,0.0,0,7,9,21,25,27,27,33,9,30,0,1,96.7,33.3,0,0,215782,44198,26600,61081,N,N
9000,0.0881,285.41,MORTGAGE,80000.0,Not Verified,0,18.83,0,0,12,0,15110,36,w,8780.67,8780.67,276.6,276.6,219.34,57.27,0.0,285.41,0,Individual,0,260648,1,2,0,1,17.0,38459,75.0,1,2,3253,53.0,50500,1,4,0,3,21721.0,24723.0,16.2,0,133.0,221,5,5,6,5.0,17.0,0,3,7,5,12,7,9,23,7,12,0,1,100.0,20.0,0,0,341500,53569,29500,51000,N,N
8000,0.1474,276.31,MORTGAGE,75000.0,Not Verified,0,12.1,0,0,8,0,10964,13,w,7821.96,7821.96,263.21,263.21,178.04,85.17,0.0,276.31,0,Individual,0,250814,1,1,1,3,9.0,19043,91.0,1,4,7594,74.0,19500,3,0,1,7,31352.0,7536.0,59.3,0,143.0,122,5,5,2,5.0,9.0,0,3,3,5,5,4,6,7,3,8,0,2,100.0,40.0,0,0,271822,30007,18500,21000,N,N
7200,0.1797,260.19,MORTGAGE,105000.0,Not Verified,1,27.39,0,2,11,0,16296,30,f,7047.63,7047.63,242.22,242.22,152.37,89.85,0.0,260.19,0,Individual,0,441652,3,3,3,5,3.0,46893,97.0,0,1,4739,78.0,25900,4,1,4,8,40150.0,5450.0,69.9,0,165.0,505,22,3,5,22.0,3.0,1,3,6,3,5,14,6,11,6,11,0,4,100.0,33.3,0,0,472606,63189,18100,62706,N,N
6500,0.1298,218.95,RENT,70000.0,Source Verified,1,2.97,0,0,4,0,1448,4,w,6351.36,6351.36,214.26,214.26,148.64,65.62,0.0,218.95,0,Individual,0,4103,0,1,0,1,13.0,2655,74.0,0,0,820,76.0,1800,1,0,0,1,1368.0,352.0,80.4,0,13.0,227,25,13,0,25.0,13.0,0,2,2,3,3,1,3,3,2,4,0,0,75.0,100.0,0,0,5400,4103,1800,3600,N,N
16000,0.0646,490.1,MORTGAGE,65000.0,Not Verified,0,25.85,0,2,25,0,22214,36,w,15189.89,15189.89,974.46,974.46,810.11,164.35,0.0,490.1,0,Individual,456,65193,3,2,0,0,38.0,42979,38.0,8,9,5753,28.0,86800,0,0,2,9,2608.0,31490.0,39.1,0,136.0,230,1,1,0,1.0,0.0,0,10,12,14,17,2,23,34,12,25,0,8,100.0,14.3,0,0,162155,65193,51700,75355,N,N
14000,0.1992,519.72,RENT,43928.0,Source Verified,0,22.84,0,0,13,0,8476,14,w,13420.58,13420.58,1116.91,1116.91,579.42,537.49,0.0,519.72,0,Individual,0,16369,0,1,0,0,27.0,7893,44.0,1,8,1083,46.0,17600,0,0,1,8,1259.0,1602.0,70.9,0,27.0,43,12,12,0,13.0,12.0,0,7,12,7,8,1,12,13,12,13,0,1,100.0,28.6,0,0,35642,16369,5500,18042,N,N
16000,0.0819,325.88,MORTGAGE,133000.0,Source Verified,0,12.28,0,1,12,1,19830,16,w,15783.32,15783.32,318.6,318.6,216.68,101.92,0.0,325.88,0,Individual,0,445633,2,2,2,2,7.0,22137,77.0,3,4,5660,76.0,26700,0,0,3,6,37136.0,4541.0,81.2,0,8.0,259,3,3,2,6.0,6.0,0,7,8,7,7,2,9,12,8,12,0,5,100.0,57.1,1,0,487444,41967,24200,28744,N,N
15000,0.0881,475.68,MORTGAGE,245000.0,Not Verified,0,7.63,1,1,12,0,3162,21,w,14266.21,14266.21,944.02,944.02,733.79,210.23,0.0,475.68,1,Individual,297,358080,2,3,2,3,2.0,68968,79.0,1,1,1007,70.0,8800,7,0,5,6,32553.0,4328.0,23.2,0,69.0,137,6,2,4,42.0,2.0,0,4,5,4,5,8,8,9,5,12,0,4,100.0,0.0,0,0,370853,72130,5700,74360,N,N
20000,0.1614,487.86,RENT,20880.0,Not Verified,0,14.89,0,1,5,0,1178,10,w,19559.34,19559.34,939.85,939.85,440.66,499.19,0.0,487.86,0,Joint App,0,9759,0,1,1,1,11.0,8581,87.0,1,2,1084,41.0,14100,1,0,4,3,1952.0,4322.0,21.4,0,11.0,100,8,8,0,8.0,0.0,0,2,2,2,4,1,4,9,2,5,0,2,100.0,0.0,0,0,23953,9759,5500,9853,N,N
40000,0.0819,1256.97,MORTGAGE,550000.0,Source Verified,0,8.26,0,1,15,0,79360,36,w,38025.34,38025.34,2495.74,2495.74,1974.66,521.08,0.0,1256.97,0,Individual,0,689499,2,3,0,2,17.0,129239,66.0,3,4,25052,69.0,115100,3,0,1,6,45967.0,25489.0,73.7,0,201.0,249,6,6,3,33.0,6.0,0,7,10,7,12,10,11,23,10,15,0,3,91.7,42.9,0,0,786878,208599,97000,154778,N,N
35000,0.118,1159.17,MORTGAGE,140000.0,Not Verified,0,16.02,0,1,12,0,18657,14,w,33361.98,33361.98,2272.45,2272.45,1638.02,634.43,0.0,1159.17,0,Individual,0,65841,0,4,1,3,7.0,47184,71.0,0,2,11101,58.0,48000,3,3,1,5,5487.0,13252.0,58.5,0,81.0,142,13,7,0,14.0,2.0,0,4,5,4,4,5,8,9,5,12,0,1,100.0,25.0,0,0,114270,65841,31900,66270,N,N
24000,0.1502,832.21,RENT,70000.0,Not Verified,0,17.54,0,0,14,0,14709,16,w,0.0,0.0,24875.75176,24875.75,24000.0,875.75,0.0,23291.44,0,Individual,0,58306,0,9,1,1,7.0,43597,95.0,1,3,12389,76.0,31000,0,0,2,4,4485.0,12791.0,53.5,0,66.0,192,8,7,0,8.0,7.0,1,2,2,4,5,9,5,7,2,14,0,2,87.5,0.0,0,0,76827,58306,27500,45827,N,N
15400,0.2727,472.74,MORTGAGE,72000.0,Verified,0,40.55,0,1,14,1,17798,22,f,15277.23,15277.23,449.41,449.41,122.78,326.63,0.0,472.74,0,Joint App,0,358204,1,6,2,7,1.0,102322,72.0,0,0,10891,71.0,26000,6,1,7,7,25586.0,2857.0,84.0,0,93.0,97,32,1,1,32.0,0.0,0,4,5,5,5,13,7,8,5,14,0,2,100.0,60.0,1,0,389652,120120,17900,116652,N,N
12000,0.0819,377.09,MORTGAGE,183972.0,Source Verified,0,7.21,0,1,15,0,13426,22,w,11407.61,11407.61,748.72,748.72,592.39,156.33,0.0,377.09,0,Individual,374,505716,2,6,3,4,6.0,125155,77.0,0,1,9558,44.0,71200,1,0,2,6,33714.0,43374.0,23.6,0,158.0,244,20,6,1,20.0,1.0,0,2,2,4,6,11,7,9,2,15,0,3,100.0,0.0,0,0,577815,151460,56800,121637,N,N
5000,0.1992,185.62,OWN,85000.0,Not Verified,1,10.02,1,0,6,0,3383,27,w,4809.76,4809.76,365.71,365.71,190.24,160.47,15.0,371.24,0,Individual,0,23125,0,1,0,0,40.0,19742,84.0,0,5,1404,81.0,5000,0,0,0,5,3854.0,323.0,91.3,0,57.0,133,19,19,0,19.0,19.0,5,4,5,4,17,2,5,24,5,6,1,0,65.4,100.0,0,0,28653,23125,3500,23653,N,N
25000,0.0702,772.16,MORTGAGE,72800.0,Verified,0,27.88,0,1,26,0,31000,32,w,23111.26,23111.26,2306.73,2306.73,1888.74,417.99,0.0,772.16,0,Individual,0,228920,1,18,1,3,5.0,65863,85.0,1,3,7121,76.0,50400,0,2,1,6,8805.0,15598.0,65.4,0,161.0,156,10,5,1,10.0,5.0,0,6,7,6,7,22,7,9,7,26,0,2,100.0,50.0,0,0,307428,96863,45100,77643,N,N
17000,0.0646,520.73,RENT,63000.0,Not Verified,0,23.89,0,0,11,0,38611,21,w,16139.26,16139.26,1029.26,1029.26,860.74,168.52,0.0,520.73,0,Individual,0,103114,0,2,0,0,37.0,64503,118.0,0,1,19904,69.0,70300,0,2,1,1,9374.0,25689.0,60.0,0,123.0,198,18,18,0,18.0,10.0,0,5,5,7,8,6,9,14,5,11,0,0,100.0,28.6,0,0,125235,103114,64300,54935,N,N
23950,0.1894,877.19,MORTGAGE,70000.0,Not Verified,0,17.98,0,0,9,0,15674,19,w,22943.76,22943.76,1729.18,1729.18,1006.24,722.94,0.0,877.19,0,Individual,0,150840,1,1,0,0,27.0,23145,68.0,4,4,7403,68.0,23500,0,0,0,5,18855.0,356.0,97.4,0,131.0,229,4,4,1,11.0,23.0,0,3,6,3,5,4,7,14,6,9,0,4,100.0,100.0,0,0,172580,38819,13800,33913,N,N
13000,0.0756,404.74,OWN,86000.0,Not Verified,0,10.42,0,0,6,0,6436,7,w,12677.16,12677.16,399.28,399.28,322.84,76.44,0.0,404.74,0,Individual,67,11745,0,3,0,2,16.0,5309,25.0,0,1,4567,36.0,11300,3,1,3,3,1958.0,4864.0,57.0,0,175.0,36,18,16,0,18.0,1.0,0,3,3,3,3,4,3,3,3,6,0,0,100.0,33.3,0,0,32391,11745,11300,21091,N,N
12000,0.124,400.87,MORTGAGE,125000.0,Not Verified,0,5.69,1,1,9,1,10132,28,w,11723.13,11723.13,392.6,392.6,276.87,115.73,0.0,400.87,0,Individual,0,343690,3,1,1,1,8.0,9592,83.0,4,5,5452,58.0,22600,1,0,3,6,38188.0,11568.0,46.7,0,282.0,155,3,3,3,3.0,6.0,3,4,4,5,7,13,7,12,4,9,1,5,89.3,0.0,1,0,414831,19724,21700,11500,N,N
35000,0.1614,853.74,MORTGAGE,180000.0,Source Verified,0,9.94,0,3,11,0,3486,21,w,33835.51,33835.51,2498.45,2498.45,1164.49,1333.96,0.0,853.74,0,Individual,0,428178,4,2,2,3,5.0,63360,72.0,2,7,2809,49.0,16700,1,1,8,12,38925.0,4414.0,44.1,0,126.0,209,3,3,3,3.0,6.0,4,2,2,4,7,5,8,13,2,11,0,5,78.9,0.0,0,0,448290,66846,7900,68852,N,N
16000,0.1719,399.28,MORTGAGE,60000.0,Source Verified,0,26.3,0,0,15,0,16959,28,w,15829.92,15829.92,384.0,384.0,170.08,213.92,0.0,399.28,0,Individual,0,249743,0,5,1,1,12.0,41405,82.0,0,0,8152,80.0,22100,1,0,1,2,16650.0,3941.0,81.1,0,149.0,156,65,11,1,65.0,12.0,5,4,4,8,8,17,9,10,4,15,0,2,77.8,50.0,0,0,266541,58364,20900,50459,N,N
4000,0.1072,130.43,OWN,43000.0,Not Verified,0,18.95,0,2,7,0,3085,12,w,3809.75,3809.75,270.4,270.4,190.25,80.15,0.0,130.43,0,Individual,0,17958,1,3,2,2,10.0,14873,60.0,1,2,1575,51.0,10200,3,1,11,4,2565.0,4260.0,37.4,0,80.0,61,3,3,0,3.0,0.0,0,3,4,3,3,8,4,4,4,7,0,3,100.0,0.0,0,0,34988,17958,6800,24788,N,N
19000,0.0756,591.55,MORTGAGE,80000.0,Not Verified,0,17.06,2,1,20,0,3110,36,w,18053.33,18053.33,1175.12,1175.12,946.67,228.45,0.0,591.55,0,Individual,0,126109,1,5,0,0,32.0,35494,143.0,1,1,1624,53.0,29100,0,2,3,1,6305.0,18277.0,14.2,0,169.0,85,0,0,5,31.0,0.0,1,4,6,6,7,16,14,15,6,20,1,1,94.1,0.0,0,0,232026,38604,21300,66409,N,N
5300,0.1691,188.73,RENT,65000.0,Not Verified,0,20.97,1,2,8,0,734,22,w,4140.56,4140.56,1295.02,1295.02,1159.44,135.58,0.0,600.0,0,Individual,0,49441,3,4,3,3,3.0,48707,64.0,1,2,734,54.0,15000,2,0,3,5,6180.0,8766.0,7.7,0,197.0,156,3,3,2,52.0,2.0,0,1,1,2,7,9,4,11,1,8,0,4,95.5,0.0,0,0,90938,49441,9500,75938,N,N
20000,0.1033,428.2,MORTGAGE,179000.0,Not Verified,0,12.79,0,2,10,0,71751,32,w,17885.11,17885.11,2427.71,2427.71,2114.89,312.82,0.0,1953.2,0,Joint App,0,302759,1,2,4,5,4.0,67121,88.0,1,2,8613,28.0,162000,3,3,8,7,30276.0,88607.0,17.2,0,301.0,200,12,4,4,12.0,0.0,0,5,6,6,16,8,7,20,6,10,0,5,100.0,0.0,0,0,412055,138872,107000,69765,N,N
10000,0.1072,326.07,RENT,35782.0,Not Verified,0,8.89,0,0,4,0,973,14,w,9524.41,9524.41,646.18,646.18,475.59,170.59,0.0,326.07,0,Individual,0,9779,0,1,1,1,12.0,8806,88.0,0,0,973,37.0,16500,1,0,1,1,2445.0,15527.0,5.9,0,52.0,167,42,12,0,42.0,12.0,1,1,1,3,7,3,3,11,1,4,0,1,92.9,0.0,0,0,26500,9779,16500,10000,N,N
34800,0.1356,1181.96,RENT,97400.0,Verified,0,21.23,0,1,20,0,28734,38,w,33213.65,33213.65,2298.38,2298.38,1586.35,712.03,0.0,1181.96,0,Joint App,0,106200,1,6,3,4,1.0,77466,72.0,1,5,7356,51.0,76100,0,8,4,9,5310.0,40358.0,15.7,0,199.0,204,11,1,4,11.0,1.0,0,5,8,7,10,15,14,19,8,20,0,4,97.4,14.3,0,0,163475,106200,47900,87375,N,N
5000,0.1639999999999999,176.78,RENT,22000.0,Verified,0,26.35,0,0,14,0,10102,15,f,4891.55,4891.55,167.67,167.67,108.45,59.22,0.0,176.78,0,Individual,0,16380,0,5,0,0,68.0,6278,64.0,0,2,1812,78.0,11300,0,0,0,2,1170.0,73.0,98.6,0,78.0,91,15,15,0,19.0,15.0,0,5,9,5,5,6,9,9,9,14,0,0,93.3,100.0,0,0,21114,16380,5300,9814,N,N
8100,0.1033,262.63,RENT,95000.0,Not Verified,0,8.69,0,0,11,0,5478,23,w,7907.1,7907.1,257.98,257.98,192.9,65.08,0.0,262.63,0,Individual,0,22025,3,2,2,4,5.0,16547,82.0,2,4,2954,70.0,11400,3,4,1,8,2002.0,1625.0,71.0,0,113.0,228,5,5,0,13.0,7.0,4,2,4,4,8,7,9,16,4,11,0,4,85.7,25.0,0,0,31643,22025,5600,20243,N,N
20000,0.118,442.88,RENT,70000.0,Not Verified,0,28.87,0,0,17,0,13587,51,w,19505.15,19505.15,859.54,859.54,494.85,364.69,0.0,442.88,0,Individual,0,67330,4,4,3,4,6.0,53743,78.0,3,9,7580,45.0,81300,3,5,2,13,3961.0,59837.0,15.5,0,267.0,184,1,1,3,1.0,7.0,0,3,8,7,13,25,13,23,8,17,0,6,100.0,0.0,0,0,150572,67330,70800,69272,N,N
20000,0.1356,460.82,RENT,35000.0,Verified,0,17.59,1,1,16,0,9778,30,f,19765.18,19765.18,445.75,445.75,234.82,210.93,0.0,460.82,1,Individual,0,21130,1,2,0,2,17.0,11352,86.0,1,3,2651,33.0,51700,0,0,1,5,1321.0,27737.0,25.6,0,63.0,155,6,6,0,6.0,2.0,1,7,8,7,12,5,14,24,8,16,1,1,100.0,0.0,0,0,64964,21130,37300,13264,N,N
12000,0.1033,389.07,RENT,54000.0,Not Verified,0,10.8,0,0,4,0,7612,10,w,11135.28,11135.28,1132.78,1132.78,864.72,268.06,0.0,389.07,0,Individual,0,14236,0,1,1,2,9.0,6624,83.0,0,2,6893,51.0,20000,2,0,1,4,3559.0,11868.0,38.5,0,22.0,280,15,9,0,15.0,9.0,4,2,3,2,7,2,3,8,3,4,0,1,55.6,0.0,0,0,28000,14236,19300,8000,N,N
6000,0.1298,202.11,RENT,38000.0,Verified,0,32.63,3,2,19,0,6231,30,f,5724.1,5724.1,395.57,395.57,275.9,119.67,0.0,202.11,0,Individual,0,16756,3,3,0,0,13.0,10525,37.0,5,6,988,44.0,14150,0,0,3,6,985.0,980.0,56.0,0,439.0,173,3,3,0,3.0,3.0,0,5,14,6,6,9,14,17,12,17,2,5,87.0,40.0,0,0,42681,17566,4900,28531,N,N
15200,0.1447,522.98,RENT,85000.0,Not Verified,0,31.84,0,0,27,0,52975,49,f,14471.72,14471.72,1077.74,1077.74,728.28,349.46,0.0,522.98,0,Individual,0,195373,0,15,0,1,16.0,139925,95.0,1,1,11529,88.0,70300,0,0,0,3,7236.0,15980.0,72.2,0,198.0,203,11,11,0,11.0,16.0,0,10,11,10,14,32,11,15,11,27,0,2,100.0,70.0,0,0,221641,195373,57400,147999,N,N
7200,0.1557,251.61,RENT,75000.0,Source Verified,0,4.06,0,0,6,0,5204,9,w,7041.81,7041.81,239.15,239.15,158.19,80.96,0.0,251.61,0,Individual,0,6980,0,1,0,1,14.0,1776,71.0,5,6,2099,53.0,10800,1,0,2,7,1163.0,3440.0,55.3,0,14.0,421,9,9,0,9.0,9.0,0,3,5,3,4,1,5,8,5,6,0,5,100.0,0.0,0,0,13300,6980,7700,2500,N,N
6000,0.1557,209.68,OWN,52000.0,Source Verified,0,20.84,0,0,9,0,2014,11,w,5868.17,5868.17,199.3,199.3,131.83,67.47,0.0,209.68,1,Individual,383,39526,2,2,1,2,3.0,37512,95.0,2,3,1523,76.0,12300,1,0,2,5,4392.0,7171.0,17.6,0,31.0,250,5,3,0,8.0,3.0,0,2,4,4,4,3,7,8,4,9,0,3,90.9,0.0,0,0,51774,39526,8700,39474,N,N
25600,0.1502,887.69,MORTGAGE,65000.0,Verified,1,27.78,0,0,11,0,8371,23,w,25032.74,25032.74,834.29,834.29,567.26,267.03,0.0,887.69,0,Individual,0,78146,0,2,1,3,12.0,21299,61.0,0,2,3039,47.0,27800,1,0,0,5,7104.0,10321.0,37.8,0,41.0,110,14,12,3,14.0,17.0,1,4,7,5,7,7,8,13,7,11,0,1,90.9,40.0,0,0,116457,29670,16600,35197,N,N
12000,0.1072,391.28,RENT,96000.0,Not Verified,0,16.31,0,1,8,1,12051,14,w,11140.12,11140.12,1166.69,1166.69,859.88,306.81,0.0,391.28,0,Individual,534,36973,1,2,1,1,11.0,24922,63.0,2,3,4930,59.0,22500,2,0,2,4,4622.0,7208.0,56.8,0,43.0,273,5,5,1,8.0,5.0,0,3,5,3,5,2,6,11,5,8,0,3,100.0,0.0,1,0,62295,36973,16700,39795,N,N
37400,0.1072,807.96,RENT,84000.0,Source Verified,0,17.23,1,0,16,0,7066,27,w,36448.06,36448.06,1560.24,1560.24,951.94,608.3,0.0,807.96,0,Individual,0,58714,0,11,1,4,8.0,51648,79.0,1,1,4316,64.0,25900,1,0,2,5,3670.0,7729.0,44.8,0,150.0,131,10,8,0,112.0,8.0,0,2,4,2,3,18,5,9,4,16,0,2,96.3,0.0,0,0,91104,58714,14000,65204,N,N
